,pid,brand,title,stock,highlights,mrp,price,rating,first_image_url,model,screen_size_inch,display,ram,storage,color,processor,battery,average_rating,rear_camera,front_camera
245,MOBH2YYDGZP9ASP3,Realme,"Realme 13 Pro 5G (Monet Purple, 128 Gb)",IN_STOCK,"['8 GB RAM | 128 GB ROM', '17.02 cm (6.7 inch) Full HD+ Display', '50MP + 8MP + 2MP | 32MP Front Camera', '5200 mAh Battery', 'Snapdragon 7s Gen2 Processor']",28999.0,26999.0,"{'average': 4.3, 'count': 1143, 'reviewCount': 76, 'breakup': [92, 21, 59, 221, 750]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/o/k/d/-original-imah38dbstbwqv2a.jpeg?q=90,Realme 13 Pro 5G ,6.7,Full HD+,8,128,Monet Purple,Snapdragon 7s Gen2 Processor,5200,4.3,50,32
246,MOBGVTA2GWPSR57X,Samsung,"Samsung Galaxy S23 Fe (Graphite, 256 Gb)",IN_STOCK,"['8 GB RAM | 256 GB ROM', '16.26 cm (6.4 inch) Full HD+ Display', '50MP + 12MP | 10MP Front Camera', '4500 mAh Battery', 'Samsung Exynos 2200 Processor']",84999.0,44999.0,"{'average': 4.3, 'count': 13046, 'reviewCount': 869, 'breakup': [1046, 309, 723, 2642, 8326]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/b/o/j/-original-imagztn8vv8htmyx.jpeg?q=90,Samsung Galaxy S23 Fe ,6.4,Full HD+,8,256,Graphite,Samsung Exynos 2200 Processor,4500,4.3,50,10
247,MOBGVTA2R8ZH4G3C,Samsung,"Samsung Galaxy S23 Fe (Mint, 256 Gb)",IN_STOCK,"['8 GB RAM | 256 GB ROM', '16.26 cm (6.4 inch) Full HD+ Display', '50MP + 12MP | 10MP Front Camera', '4500 mAh Battery', 'Samsung Exynos 2200 Processor']",84999.0,44999.0,"{'average': 4.3, 'count': 13046, 'reviewCount': 869, 'breakup': [1046, 309, 723, 2642, 8326]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/m/c/s/-original-imagztn7sycc4h84.jpeg?q=90,Samsung Galaxy S23 Fe ,6.4,Full HD+,8,256,Mint,Samsung Exynos 2200 Processor,4500,4.3,50,10
248,MOBGSRPUBAQKTJGD,Tecno,"Tecno Spark 10 Pro (Lunar Eclipse, 128 Gb)",OUT_OF_STOCK,"['8 GB RAM | 128 GB ROM | Expandable Upto 1 TB', '16.97 cm (6.68 inch) Full HD+ Display', '50MP Rear Camera | 32MP Front Camera', '5000 mAh Battery', 'Mediatek Helio G88 Processor']",13999.0,8999.0,"{'average': 4.3, 'count': 759, 'reviewCount': 29, 'breakup': [61, 29, 56, 108, 505]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/s/7/b/spark-10-pro-spark-10-pro-tecno-original-imah29t7ugfvmuqr.jpeg?q=90,Tecno Spark 10 Pro ,6.68,Full HD+,8,128,Lunar Eclipse,Mediatek Helio G88 Processor,5000,4.3,50,32
249,MOBH34XGJUTK8GJA,Infinix,"Infinix Note 40X 5G (Starlit Black, 256 Gb)",IN_STOCK,"['12 GB RAM | 256 GB ROM | Expandable Upto 1 TB', '17.22 cm (6.78 inch) Full HD+ Display', '108MP + 2MP + AI Lens | 8MP Front Camera', '5000 mAh Lithium-ion Polymer Battery', 'Dimensity 6300 Processor']",21999.0,15999.0,"{'average': 4.1, 'count': 235, 'reviewCount': 11, 'breakup': [26, 7, 24, 43, 135]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/v/v/3/-original-imah3fbcx9y9pyqq.jpeg?q=90,Infinix Note 40X 5G ,6.78,Full HD+,12,256,Starlit Black,Dimensity 6300 Processor,5000,4.1,108,8
250,MOBGVAPXGPFUDHYK,Infinix,"Infinix Smart 8 Hd (Crystal Green, 64 Gb)",IN_STOCK,"['3 GB RAM | 64 GB ROM | Expandable Upto 2 TB', '16.76 cm (6.6 inch) HD+ Display', '13MP + AI Lens | 8MP Front Camera', '5000 mAh Battery', 'T606 Processor']",7999.0,6699.0,"{'average': 4.3, 'count': 34536, 'reviewCount': 2379, 'breakup': [2126, 1147, 2837, 6557, 21869]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/q/k/r/-original-imagwfffv4dj3x4y.jpeg?q=90,Infinix Smart 8 Hd ,6.6,HD+,3,64,Crystal Green,T606 Processor,5000,4.3,13,8
251,MOBGVAPXG4WHFR9M,Infinix,"Infinix Smart 8 Hd (Shiny Gold, 64 Gb)",IN_STOCK,"['3 GB RAM | 64 GB ROM | Expandable Upto 2 TB', '16.76 cm (6.6 inch) HD+ Display', '13MP + AI Lens | 8MP Front Camera', '5000 mAh Battery', 'T606 Processor']",7999.0,6699.0,"{'average': 4.3, 'count': 34536, 'reviewCount': 2379, 'breakup': [2126, 1147, 2837, 6557, 21869]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/z/9/6/-original-imagwfffndz6tfhk.jpeg?q=90,Infinix Smart 8 Hd ,6.6,HD+,3,64,Shiny Gold,T606 Processor,5000,4.3,13,8
252,MOBGZCBWUBBPE6PG,Infinix,"Infinix Note 40 Pro 5G (Vintage Green, 256 Gb)",IN_STOCK,"['8 GB RAM | 256 GB ROM', '17.22 cm (6.78 inch) Full HD+ Display', '108MP (OIS) + 2MP + 2MP | 32MP Front Camera', '5000 mAh Battery', 'Mediatek Dimensity 7020 Processor']",27999.0,21999.0,"{'average': 4.0, 'count': 9477, 'reviewCount': 716, 'breakup': [1156, 353, 740, 1946, 5282]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/b/p/0/-original-imahfsy3hwrqavwf.jpeg?q=90,Infinix Note 40 Pro 5G ,6.78,Full HD+,8,256,Vintage Green,Mediatek Dimensity 7020 Processor,5000,4.0,108,32
253,MOBGW6JJ4ZJHVGXE,Motorola,"Motorola Edge 40 Neo (Peach Fuzz, 128 Gb)",IN_STOCK,"['8 GB RAM | 128 GB ROM', '16.64 cm (6.55 inch) Full HD+ Display', '50MP + 13MP | 32MP Front Camera', '5000 mAh Battery', 'Dimensity 7030 Processor']",27999.0,22999.0,"{'average': 4.3, 'count': 55071, 'reviewCount': 5768, 'breakup': [3607, 1222, 3015, 12171, 35056]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/5/c/r/-original-imagx24ftn9fyuam.jpeg?q=90,Motorola Edge 40 Neo ,6.55,Full HD+,8,128,Peach Fuzz,Dimensity 7030 Processor,5000,4.3,50,32
255,MOBHFGUHE2P2VDMM,Realme,"Realme Gt 6 (Fluid Silver, 512 Gb)",IN_STOCK,"['16 GB RAM | 512 GB ROM', '17.22 cm (6.78 inch) Full HD+ Display', '50MP + 8MP + 50MP | 32MP Front Camera', '5500 mAh Battery', '8s Gen 3 Mobile Platform Processor']",51999.0,44999.0,"{'average': 4.5, 'count': 1103, 'reviewCount': 121, 'breakup': [48, 9, 37, 208, 801]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/l/i/a/-original-imah2y7hazjdbrzh.jpeg?q=90,Realme Gt 6 ,6.78,Full HD+,16,512,Fluid Silver,8s Gen 3 Mobile Platform Processor,5500,4.5,50,32
257,MOBGYAFK2SGFMCFE,Realme,"Realme 12+ 5G (Pioneer Green, 256 Gb)",IN_STOCK,"['8 GB RAM | 256 GB ROM | Expandable Upto 2 TB', '16.94 cm (6.67 inch) Full HD+ Display', '50MP + 8MP + 2MP | 16MP Front Camera', '5000 mAh Battery', 'Dimensity 7050 Processor']",25999.0,21999.0,"{'average': 4.3, 'count': 13508, 'reviewCount': 1152, 'breakup': [750, 296, 873, 3410, 8179]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/e/w/x/-original-imagyzwyyzavhgfe.jpeg?q=90,Realme 12+ 5G ,6.67,Full HD+,8,256,Pioneer Green,Dimensity 7050 Processor,5000,4.3,50,16
259,MOBGYAFKS5P3GAHY,Realme,"Realme 12+ 5G (Navigator Beige, 128 Gb)",IN_STOCK,"['8 GB RAM | 128 GB ROM | Expandable Upto 2 TB', '16.94 cm (6.67 inch) Full HD+ Display', '50MP + 8MP + 2MP | 16MP Front Camera', '5000 mAh Battery', 'Dimensity 7050 Processor']",23999.0,20999.0,"{'average': 4.3, 'count': 13508, 'reviewCount': 1152, 'breakup': [750, 296, 873, 3410, 8179]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/t/y/l/-original-imagyzwy3wk78ywr.jpeg?q=90,Realme 12+ 5G ,6.67,Full HD+,8,128,Navigator Beige,Dimensity 7050 Processor,5000,4.3,50,16
260,MOBGYQ6BFZJ9RHDD,Poco,"Poco X6 Neo 5G (Martian Orange, 128 Gb)",IN_STOCK,"['8 GB RAM | 128 GB ROM | Expandable Upto 1 TB', '16.94 cm (6.67 inch) Full HD+ Display', '108MP + 2MP | 16MP Front Camera', '5000 mAh Battery', 'Dimensity 6080 Processor']",19999.0,13999.0,"{'average': 4.2, 'count': 10024, 'reviewCount': 832, 'breakup': [786, 341, 879, 2543, 5475]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/n/z/4/-original-imagz5g9gyhmgusp.jpeg?q=90,Poco X6 Neo 5G ,6.67,Full HD+,8,128,Martian Orange,Dimensity 6080 Processor,5000,4.2,108,16
261,MOBGYBAVSDFYZFNY,Samsung,"Samsung Galaxy F15 5G (Groovy Violet, 128 Gb)",IN_STOCK,"['4 GB RAM | 128 GB ROM | Expandable Upto 1 TB', '16.51 cm (6.5 inch) Full HD+ Display', '50MP + 5MP + 2MP | 13MP Front Camera', '6000 mAh Lithium ion Battery', 'MediaTek Dimensity 6100+ Processor']",15999.0,12999.0,"{'average': 4.2, 'count': 8719, 'reviewCount': 735, 'breakup': [709, 282, 716, 2212, 4800]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/r/b/j/-original-imah3agqepywexex.jpeg?q=90,Samsung Galaxy F15 5G ,6.5,Full HD+,4,128,Groovy Violet,MediaTek Dimensity 6100+ Processor,6000,4.2,50,13
262,MOBGYQ6BAZHQGXKZ,Poco,"Poco X6 Neo 5G (Astral Black, 256 Gb)",IN_STOCK,"['12 GB RAM | 256 GB ROM | Expandable Upto 1 TB', '16.94 cm (6.67 inch) Full HD+ Display', '108MP + 2MP | 16MP Front Camera', '5000 mAh Battery', 'Dimensity 6080 Processor']",21999.0,15999.0,"{'average': 4.1, 'count': 7079, 'reviewCount': 459, 'breakup': [698, 270, 567, 1520, 4024]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/q/l/0/x6-neo-5g-mzb0ggwin-poco-original-imagyxngbqmdcupq.jpeg?q=90,Poco X6 Neo 5G ,6.67,Full HD+,12,256,Astral Black,Dimensity 6080 Processor,5000,4.1,108,16
263,MOBGY2JUZHAXQ8ZG,Motorola,"Motorola G64 5G (Ice Lilac, 128 Gb)",IN_STOCK,"['8 GB RAM | 128 GB ROM | Expandable Upto 1 TB', '16.51 cm (6.5 inch) Full HD+ Display', '50MP (OIS) + 8MP | 16MP Front Camera', '6000 mAh Battery', 'Dimensity 7025 Processor']",17999.0,14999.0,"{'average': 4.2, 'count': 25128, 'reviewCount': 1340, 'breakup': [1851, 710, 1766, 6222, 14579]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/l/l/s/g64-5g-pb2e0003in-motorola-original-imagzzd3qda9rfzt.jpeg?q=90,Motorola G64 5G ,6.5,Full HD+,8,128,Ice Lilac,Dimensity 7025 Processor,6000,4.2,50,16
264,MOBGT4RZUPKD8HDK,Vivo,"Vivo T2 Pro 5G (Dune Gold, 256 Gb)",IN_STOCK,"['8 GB RAM | 256 GB ROM', '17.22 cm (6.78 inch) Full HD+ Display', '64MP + 2MP | 16MP Front Camera', '4600 mAh Battery', 'Dimensity 7200 Processor']",27999.0,23999.0,"{'average': 4.5, 'count': 112801, 'reviewCount': 8603, 'breakup': [4586, 2103, 5419, 21797, 78896]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/5/y/8/-original-imagtt4mhqrzjs9r.jpeg?q=90,Vivo T2 Pro 5G ,6.78,Full HD+,8,256,Dune Gold,Dimensity 7200 Processor,4600,4.5,64,16
265,MOBHY9R9PYGXBGHX,Infinix,"Infinix Smart 8 Hd (Shiny Gold, 64 Gb)",OUT_OF_STOCK,"['4 GB RAM | 64 GB ROM | Expandable Upto 2 TB', '16.76 cm (6.6 inch) HD+ Display', '13MP + AI Lens | 8MP Front Camera', '5000 mAh Battery', 'T606 Processor']",8999.0,6999.0,"{'average': 4.3, 'count': 976, 'reviewCount': 35, 'breakup': [73, 37, 69, 181, 616]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/z/9/6/-original-imagwfffndz6tfhk.jpeg?q=90,Infinix Smart 8 Hd ,6.6,HD+,4,64,Shiny Gold,T606 Processor,5000,4.3,13,8
266,MOBHY9R9BAHDVRVP,Infinix,"Infinix Smart 8 Hd (Timber Black, 64 Gb)",OUT_OF_STOCK,"['4 GB RAM | 64 GB ROM | Expandable Upto 2 TB', '16.76 cm (6.6 inch) HD+ Display', '13MP + AI Lens | 8MP Front Camera', '5000 mAh Battery', 'T606 Processor']",8999.0,6999.0,"{'average': 4.3, 'count': 976, 'reviewCount': 35, 'breakup': [73, 37, 69, 181, 616]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/i/y/g/-original-imagwfffdrfjj2pg.jpeg?q=90,Infinix Smart 8 Hd ,6.6,HD+,4,64,Timber Black,T606 Processor,5000,4.3,13,8
268,MOBGYQ6BAHX7GWPD,Realme,"Realme 12X 5G (Woodland Green, 128 Gb)",IN_STOCK,"['4 GB RAM | 128 GB ROM | Expandable Upto 2 TB', '17.07 cm (6.72 inch) Full HD+ Display', '50MP + 2MP | 8MP Front Camera', '5000 mAh Battery', 'Dimensity 6100+ Processor']",16999.0,11999.0,"{'average': 4.1, 'count': 8806, 'reviewCount': 517, 'breakup': [977, 376, 666, 1568, 5219]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/6/t/4/-original-imah3chxfkqxyzm3.jpeg?q=90,Realme 12X 5G ,6.72,Full HD+,4,128,Woodland Green,Dimensity 6100+ Processor,5000,4.1,50,8
271,MOBH2YYD5ERFMSZU,Realme,"Realme 13 Pro 5G (Monet Purple, 512 Gb)",IN_STOCK,"['12 GB RAM | 512 GB ROM', '17.02 cm (6.7 inch) Full HD+ Display', '50MP + 8MP + 2MP | 32MP Front Camera', '5200 mAh Battery', 'Snapdragon 7s Gen2 Processor']",34999.0,31999.0,"{'average': 4.2, 'count': 83, 'reviewCount': 7, 'breakup': [4, 4, 10, 20, 45]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/o/k/d/-original-imah38dbstbwqv2a.jpeg?q=90,Realme 13 Pro 5G ,6.7,Full HD+,12,512,Monet Purple,Snapdragon 7s Gen2 Processor,5200,4.2,50,32
272,MOBH2YYDRDPNEG7C,Realme,"Realme 13 Pro 5G (Monet Gold, 512 Gb)",IN_STOCK,"['12 GB RAM | 512 GB ROM', '17.02 cm (6.7 inch) Full HD+ Display', '50MP + 8MP + 2MP | 32MP Front Camera', '5200 mAh Battery', 'Snapdragon 7s Gen2 Processor']",34999.0,31999.0,"{'average': 4.2, 'count': 83, 'reviewCount': 7, 'breakup': [4, 4, 10, 20, 45]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/q/d/x/-original-imah38dbgt2t8jez.jpeg?q=90,Realme 13 Pro 5G ,6.7,Full HD+,12,512,Monet Gold,Snapdragon 7s Gen2 Processor,5200,4.2,50,32
273,MOBHF76GH8XPQB3X,Iqoo,"Iqoo Z9X (Tornado Green, 128 Gb)",IN_STOCK,"['6 GB RAM | 128 GB ROM | Expandable Upto 1 TB', '17.07 cm (6.72 inch) Full HD+ Display', '50MP + 2MP | 8MP Front Camera', '6000 mAh Battery', 'Qualcomm SM6450 Snapdragon 6 Gen 1 Processor']",18999.0,14519.0,"{'average': 4.3, 'count': 1636, 'reviewCount': 63, 'breakup': [88, 50, 125, 387, 986]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/h/z/l/z9x-i2219-iqoo-original-imahfa9hsrtkvgsd.jpeg?q=90,Iqoo Z9X ,6.72,Full HD+,6,128,Tornado Green,Qualcomm SM6450 Snapdragon 6 Gen 1 Processor,6000,4.3,50,8
274,MOBGXTYZEZSZQE7W,Motorola,"Motorola Edge 50 Fusion (Marshmallow Blue, 128 Gb)",IN_STOCK,"['8 GB RAM | 128 GB ROM', '17.02 cm (6.7 inch) Full HD+ Display', '50MP + 13MP | 32MP Front Camera', '5000 mAh Battery', '7s Gen 2 Processor']",25999.0,22999.0,"{'average': 4.5, 'count': 34136, 'reviewCount': 2211, 'breakup': [1873, 627, 1288, 6472, 23876]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/5/t/j/edge-50-fusion-pb300002in-motorola-original-imahywzrfagkuyxx.jpeg?q=90,Motorola Edge 50 Fusion ,6.7,Full HD+,8,128,Marshmallow Blue,7s Gen 2 Processor,5000,4.5,50,32
275,MOBGS9T7XMXZGXGT,Redmi,"Redmi 12 5G (Moonstone Silver, 256 Gb)",IN_STOCK,"['8 GB RAM | 256 GB ROM | Expandable Upto 1 TB', '17.25 cm (6.79 inch) Full HD+ Display', '50MP + 2MP | 8MP Front Camera', '5000 mAh Battery', 'Snapdragon 4 Gen 2 Processor']",19999.0,13999.0,"{'average': 4.2, 'count': 25895, 'reviewCount': 1487, 'breakup': [2051, 975, 2070, 5647, 15152]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/u/v/h/-original-imagxaqtzmqgtfen.jpeg?q=90,Redmi 12 5G ,6.79,Full HD+,8,256,Moonstone Silver,Snapdragon 4 Gen 2 Processor,5000,4.2,50,8
277,MOBH34XGXDFGYHZV,Infinix,"Infinix Note 40X 5G (Palm Blue, 256 Gb)",IN_STOCK,"['8 GB RAM | 256 GB ROM | Expandable Upto 1 TB', '17.22 cm (6.78 inch) Full HD+ Display', '108MP + 2MP + AI Lens | 8MP Front Camera', '5000 mAh Lithium-ion Polymer Battery', 'Dimensity 6300 Processor']",19999.0,14999.0,"{'average': 4.2, 'count': 332, 'reviewCount': 24, 'breakup': [26, 11, 20, 81, 194]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/g/g/c/-original-imah3g32gf2wkdes.jpeg?q=90,Infinix Note 40X 5G ,6.78,Full HD+,8,256,Palm Blue,Dimensity 6300 Processor,5000,4.2,108,8
279,MOBHYP4XZRQYGETG,Infinix,"Infinix Gt 20 Pro (Mecha Silver, 256 Gb)",IN_STOCK,"['12 GB RAM | 256 GB ROM', '17.22 cm (6.78 inch) Full HD+ Display', '108MP (OIS) + 2MP + 2MP | 32MP Front Camera', '5000 mAh Battery', 'Dimensity 8200 Ultimate Processor']",34999.0,25999.0,"{'average': 4.2, 'count': 2619, 'reviewCount': 169, 'breakup': [248, 82, 154, 464, 1671]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/e/q/0/gt-20-pro-x6871-infinix-original-imahf2dfvbtavfur.jpeg?q=90,Infinix Gt 20 Pro ,6.78,Full HD+,12,256,Mecha Silver,Dimensity 8200 Ultimate Processor,5000,4.2,108,32
281,MOBGNBFN6EZTDAPU,Samsung,"Samsung Galaxy F14 5G (Goat Green, 128 Gb)",IN_STOCK,"['4 GB RAM | 128 GB ROM | Expandable Upto 1 TB', '16.76 cm (6.6 inch) Full HD+ Display', '50MP + 2MP | 13MP Front Camera', '6000 mAh Battery', 'Exynos 1330, Octa Core Processor']",17490.0,10990.0,"{'average': 4.2, 'count': 46043, 'reviewCount': 3003, 'breakup': [3251, 1463, 3976, 11028, 26325]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/z/v/e/-original-imagtyxbptwcpjta.jpeg?q=90,Samsung Galaxy F14 5G ,6.6,Full HD+,4,128,Goat Green,"Exynos 1330, Octa Core Processor",6000,4.2,50,13
282,MOBGW9FEDGZ3GAKT,Poco,"Poco M6 5G (Orion Blue, 128 Gb)",IN_STOCK,"['4 GB RAM | 128 GB ROM | Expandable Upto 1 TB', '17.12 cm (6.74 inch) HD+ Display', '50MP Rear Camera | 5MP Front Camera', '5000 mAh Battery', 'Mediatek Dimensity 6100+ Processor']",12999.0,8999.0,"{'average': 4.1, 'count': 40737, 'reviewCount': 2160, 'breakup': [4075, 1705, 3624, 8097, 23236]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/l/v/b/-original-imagytcpqznwrvse.jpeg?q=90,Poco M6 5G ,6.74,HD+,4,128,Orion Blue,Mediatek Dimensity 6100+ Processor,5000,4.1,50,5
283,MOBGYQ6BEE35HBQK,Poco,"Poco X6 Neo 5G (Horizon Blue, 128 Gb)",IN_STOCK,"['8 GB RAM | 128 GB ROM | Expandable Upto 1 TB', '16.94 cm (6.67 inch) Full HD+ Display', '108MP + 2MP | 16MP Front Camera', '5000 mAh Battery', 'Dimensity 6080 Processor']",19999.0,13999.0,"{'average': 4.2, 'count': 10024, 'reviewCount': 832, 'breakup': [786, 341, 879, 2543, 5475]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/p/r/q/x6-neo-5g-mzb0ggrin-poco-original-imagyxngnrhzx96z.jpeg?q=90,Poco X6 Neo 5G ,6.67,Full HD+,8,128,Horizon Blue,Dimensity 6080 Processor,5000,4.2,108,16
285,MOBH2M2DHHW3SGGP,Poco,"Poco M6 Plus 5G (Misty Lavender, 128 Gb)",IN_STOCK,"['8 GB RAM | 128 GB ROM | Expandable Upto 1 TB', '17.25 cm (6.79 inch) Full HD+ Display', '108MP + 2MP | 13MP Front Camera', '5030 mAh Battery', 'Snapdragon 4 Gen2 AE Processor']",17999.0,13499.0,"{'average': 4.1, 'count': 290, 'reviewCount': 19, 'breakup': [30, 11, 23, 60, 166]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/9/b/n/-original-imah3afnqj84usyy.jpeg?q=90,Poco M6 Plus 5G ,6.79,Full HD+,8,128,Misty Lavender,Snapdragon 4 Gen2 AE Processor,5030,4.1,108,13
286,MOBGXTV9GZHKA5KW,Poco,"Poco C65 (Pastel Green, 128 Gb)",IN_STOCK,"['6 GB RAM | 128 GB ROM | Expandable Upto 1 TB', '17.12 cm (6.74 inch) HD+ Display', '50MP + AI Lens + 2MP | 8MP Front Camera', '5000 mAh Battery', 'Helio G85 Processor']",11999.0,7499.0,"{'average': 4.2, 'count': 16377, 'reviewCount': 763, 'breakup': [1099, 546, 1405, 3814, 9513]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/g/1/p/-original-imagy2v5kfnq97xn.jpeg?q=90,Poco C65 ,6.74,HD+,6,128,Pastel Green,Helio G85 Processor,5000,4.2,50,8
287,MOBH33ZXJPGWHYNH,Vivo,"Vivo V40 5G (Ganges Blue, 128 Gb)",IN_STOCK,"['8 GB RAM | 128 GB ROM', '17.22 cm (6.78 inch) Full HD+ Display', '50MP + 50MP | 50MP Front Camera', '5500 mAh Battery', 'Snapdragon 7 Gen 3 Processor']",39999.0,34999.0,"{'average': 4.4, 'count': 47, 'reviewCount': 0, 'breakup': [3, 2, 2, 5, 35]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/b/c/y/-original-imah3hvkuw8k7hcw.jpeg?q=90,Vivo V40 5G ,6.78,Full HD+,8,128,Ganges Blue,Snapdragon 7 Gen 3 Processor,5500,4.4,50,50
289,MOBHY9PQZDUEQTFG,Motorola,"Motorola G85 5G (Urban Grey, 256 Gb)",IN_STOCK,"['12 GB RAM | 256 GB ROM', '16.94 cm (6.67 inch) Full HD+ Display', '50MP + 8MP | 32MP Front Camera', '5000 mAh Battery', '6s Gen 3 Processor']",22999.0,19999.0,"{'average': 4.4, 'count': 6688, 'reviewCount': 355, 'breakup': [393, 137, 300, 1249, 4609]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/z/q/f/-original-imah2fjd75hkcynr.jpeg?q=90,Motorola G85 5G ,6.67,Full HD+,12,256,Urban Grey,6s Gen 3 Processor,5000,4.4,50,32
290,MOBGYQ6BZDTVUEBZ,Poco,"Poco X6 Neo 5G (Martian Orange, 256 Gb)",IN_STOCK,"['12 GB RAM | 256 GB ROM | Expandable Upto 1 TB', '16.94 cm (6.67 inch) Full HD+ Display', '108MP + 2MP | 16MP Front Camera', '5000 mAh Battery', 'Dimensity 6080 Processor']",21999.0,15999.0,"{'average': 4.1, 'count': 7079, 'reviewCount': 459, 'breakup': [698, 270, 567, 1520, 4024]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/n/z/4/-original-imagz5g9gyhmgusp.jpeg?q=90,Poco X6 Neo 5G ,6.67,Full HD+,12,256,Martian Orange,Dimensity 6080 Processor,5000,4.1,108,16
292,MOBHYFPPYRCQZMHG,Samsung,"Samsung Galaxy F15 5G (Jazzy Green, 128 Gb)",IN_STOCK,"['8 GB RAM | 128 GB ROM | Expandable Upto 1 TB', '16.51 cm (6.5 inch) Full HD+ Display', '50MP + 5MP + 2MP | 13MP Front Camera', '6000 mAh Lithium ion Battery', 'MediaTek Dimensity 6100+ Processor']",17999.0,15999.0,"{'average': 4.2, 'count': 2933, 'reviewCount': 131, 'breakup': [227, 89, 199, 673, 1745]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/q/e/l/-original-imah3agqmmzap5gx.jpeg?q=90,Samsung Galaxy F15 5G ,6.5,Full HD+,8,128,Jazzy Green,MediaTek Dimensity 6100+ Processor,6000,4.2,50,13
293,MOBGENJWWRYSFC5P,Samsung,"Samsung Galaxy F13 (Sunrise Copper, 64 Gb)",IN_STOCK,"['4 GB RAM | 64 GB ROM | Expandable Upto 1 TB', '16.76 cm (6.6 inch) Full HD+ Display', '50MP + 5MP + 2MP | 8MP Front Camera', '6000 mAh Lithium Ion Battery', 'Exynos 850 Processor']",14999.0,9999.0,"{'average': 4.3, 'count': 206616, 'reviewCount': 11758, 'breakup': [12683, 6132, 15838, 42216, 129747]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/g/d/y/-original-imagueey98xhezph.jpeg?q=90,Samsung Galaxy F13 ,6.6,Full HD+,4,64,Sunrise Copper,Exynos 850 Processor,6000,4.3,50,8
295,MOBGT4RZMZFEWDY7,Vivo,"Vivo T2 Pro 5G (New Moon Black, 256 Gb)",IN_STOCK,"['8 GB RAM | 256 GB ROM', '17.22 cm (6.78 inch) Full HD+ Display', '64MP + 2MP | 16MP Front Camera', '4600 mAh Battery', 'Dimensity 7200 Processor']",27999.0,23999.0,"{'average': 4.5, 'count': 112801, 'reviewCount': 8603, 'breakup': [4586, 2103, 5419, 21797, 78896]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/g/b/x/-original-imagtt4h4ptmxgwn.jpeg?q=90,Vivo T2 Pro 5G ,6.78,Full HD+,8,256,New Moon Black,Dimensity 7200 Processor,4600,4.5,64,16
296,MOBGT4RZRRET8QQS,Vivo,"Vivo T2 Pro 5G (New Moon Black, 128 Gb)",IN_STOCK,"['8 GB RAM | 128 GB ROM', '17.22 cm (6.78 inch) Full HD+ Display', '64MP + 2MP | 16MP Front Camera', '4600 mAh Battery', 'Dimensity 7200 Processor']",26999.0,22999.0,"{'average': 4.5, 'count': 112801, 'reviewCount': 8603, 'breakup': [4586, 2103, 5419, 21797, 78896]}",https://rukminim2.flixcart.com/image/1160/1160/xif0q/mobile/g/b/x/-original-imagtt4h4ptmxgwn.jpeg?q=90,Vivo T2 Pro 5G ,6.78,Full HD+,8,128,New Moon Black,Dimensity 7200 Processor,4600,4.5,64,16
